PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE, PRICE_PER_UNIT_AREA ,,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,REGISTER_DATE,PROP_NAME,MIN_PRICE ,MAX_PRICE ,PRICE_SQFT ,,LISTING,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MIN_AREA_SQFT, MAX_AREA_SQFT ,GROUP_NAME,AREA,PRICE,SOCIETY_NAME,BUILDING_NAME
S,Independent/Builder Floor,Gurgaon,Malibu Town,1,1,13000.00,,4,4,6,4,4,"08th Oct, 2023",Malibu Towne,26000000.00,26000000.00,13000.00,,R,2000,,1.00,185.81, ? 185.81 ,SPID_CONF_GROUPING,2000 sq.ft.,26000000.00,Malibu Towne,Malibu Towne
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,14471.00,,4,3,5,14,34,"05th Oct, 2023",M3M Heights,29000000.00,29000000.00,14471.00,,R,,2004,1.00,186.18, ? 186.18 ,SPID_CONF_GROUPING,2004 sq.ft.,29000000.00,M3M Heights,M3M Heights
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,13949.00,,4,3,5,14,34,"05th Oct, 2023",M3M Heights,25500000.00,25500000.00,13949.00,,R,,1828,1.00,169.83, ? 169.83 ,SPID_CONF_GROUPING,1828 sq.ft.,25500000.00,M3M Heights,M3M Heights
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,13956.00,,4,3,5,12,34,"05th Oct, 2023",M3M Heights,20000000.00,20000000.00,13956.00,,R,,1433,1.00,133.13, ? 133.13 ,SPID_CONF_GROUPING,1433 sq.ft.,20000000.00,M3M Heights,M3M Heights
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,13957.00,,4,3,5,10,34,"05th Oct, 2023",M3M Heights,17600000.00,17600000.00,13957.00,,R,,1261,1.00,117.15, ? 117.15 ,SPID_CONF_GROUPING,1261 sq.ft.,17600000.00,M3M Heights,M3M Heights
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,16223.00,,4,3,6,12,32,"05th Oct, 2023",Emaar Digihomes,42000000.00,42000000.00,16223.00,,R,,2588.79,1.00,240.43, ? 240.43 ,SPID_CONF_GROUPING,2588 sq.ft.,42000000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 62 Gurgaon,1,1,16044.00,,4,3,6,8,32,"05th Oct, 2023",Emaar Digihomes,24200000.00,24200000.00,16044.00,,R,,1508.26,1.00,140.10, ? 140.10 ,SPID_CONF_GROUPING,1508 sq.ft.,24200000.00,Emaar Digihomes,Emaar Digihomes
S,Residential Apartment,Gurgaon,Sector 84 Gurgaon,1,1,6444.00,,4,0,1,10,15,"03rd Oct, 2023",Spaze Privy AT4,14500000.00,14500000.00,6444.00,,P,,2250,0.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,14500000.00,Spaze Privy AT4,Spaze Privy AT4
S,Residential Apartment,Gurgaon,Sector 84 Gurgaon,1,1,7038.00,,4,0,1,5,21,"03rd Oct, 2023",Spaze Privy AT4,13500000.00,13500000.00,7038.00,,P,,1918,0.00,178.19, ? 178.19 ,SPID_CONF_GROUPING,1918 sq.ft.,13500000.00,Spaze Privy AT4,Spaze Privy AT4
S,Independent/Builder Floor,Gurgaon,Sector 65 Gurgaon,1,1,71428.00,,4,3,1,2,3,"01st Oct, 2023",Emaar Emerald Hills,25000000.00,25000000.00,71428.00,,R,3150,,1.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,25000000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,10263.00,,4,5,1,11,24,"29th Sep, 2023",Paras Dews,19500000.00,19500000.00,10263.00,,R,1173,1900,1.00,176.52, ? 176.52 ,SPID_CONF_GROUPING,1900 sq.ft.,19500000.00,Paras Dews,Paras Dews
S,Residential Apartment,Gurgaon,Sector 41 Gurgaon,1,1,10464.00,,4,7,3,10,18,"28th Sep, 2023",Unitech Ivory Towers,22100000.00,22100000.00,10464.00,,R,1900,2112,1.00,196.21, ? 196.21 ,SPID_CONF_GROUPING,2112 sq.ft.,22100000.00,Unitech Ivory Towers,Unitech Ivory Towers
S,Residential Apartment,Gurgaon,Sector 99 Gurgaon,1,1,7326.00,,4,5,1,11,25,"28th Sep, 2023",Assotech Blith,10000000.00,10000000.00,7326.00,,R,795.13,1365,1.00,126.81, ? 126.81 ,SPID_CONF_GROUPING,1365 sq.ft.,10000000.00,Assotech Blith,Assotech Blith
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8150.00,,4,5,2,15,18,"28th Sep, 2023",Indiabulls Centrum Park,16300000.00,16300000.00,8150.00,,R,,2000,1.00,185.81, ? 185.81 ,SPID_CONF_GROUPING,2000 sq.ft.,16300000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9753.00,,4,5,1,10,14,"28th Sep, 2023",Emaar Imperial Gardens,19750000.00,19750000.00,9753.00,,R,1255.73,2025,1.00,188.13, ? 188.13 ,SPID_CONF_GROUPING,2025 sq.ft.,19800000.00,Emaar Imperial Gardens,Emaar Imperial Gardens
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9939.00,,4,5,1,11,14,"28th Sep, 2023",Emaar Gurgaon Greens,16400000.00,16400000.00,9939.00,,R,1022.58,1650,1.00,153.29, ? 153.29 ,SPID_CONF_GROUPING,1650 sq.ft.,16400000.00,Emaar Gurgaon Greens,Emaar Gurgaon Greens
S,Independent/Builder Floor,Gurgaon,Sector 65 Gurgaon,1,1,13428.00,,4,5,1,2,3,"26th Sep, 2023",Emaar Emerald Hills,23500000.00,23500000.00,13428.00,,R,1750,,1.00,162.58, ? 162.58 ,SPID_CONF_GROUPING,1750 sq.ft.,23500000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,12597.00,,4,5,5,25,25,"22nd Sep, 2023",La Vida by Tata Housing,33900000.00,33900000.00,12597.00,,R,2691,,1.00,250.00, ? 250.00 ,SPID_CONF_GROUPING,2691 sq.ft.,33900000.00,La Vida by Tata Housing,La Vida by Tata Housing
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,14501.00,,4,5,5,9,34,"22nd Sep, 2023",Godrej Meridien,26900000.00,26900000.00,14501.00,,R,1855,,1.00,172.34, ? 172.34 ,SPID_CONF_GROUPING,1855 sq.ft.,26900000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,14150.00,,4,5,5,6,34,"22nd Sep, 2023",Godrej Meridien,26250000.00,26250000.00,14150.00,,R,1855,,1.00,172.34, ? 172.34 ,SPID_CONF_GROUPING,1855 sq.ft.,26300000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,10978.00,,4,5,2,12,29,"22nd Sep, 2023",ATS Kocoon,23000000.00,23000000.00,10978.00,,R,,2095,1.00,194.63, ? 194.63 ,SPID_CONF_GROUPING,2095 sq.ft.,23000000.00,ATS Kocoon,ATS Kocoon
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10035.00,,4,5,5,31,35,"22nd Sep, 2023",Hero Homes,16950000.00,16950000.00,10035.00,,R,1082.2,1689,1.00,156.91, ? 156.91 ,SPID_CONF_GROUPING,1689 sq.ft.,17000000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,9520.00,,4,5,1,23,24,"22nd Sep, 2023",Tata Gurgaon Gateway,62500000.00,62500000.00,9520.00,,R,,6565,1.00,609.91, ? 609.91 ,SPID_CONF_GROUPING,6565 sq.ft.,62500000.00,Tata Gurgaon Gateway,Tata Gurgaon Gateway
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,7870.00,,4,5,1,10,24,"22nd Sep, 2023",Paras Dews,10900000.00,10900000.00,7870.00,,R,845,1385,1.00,128.67, ? 128.67 ,SPID_CONF_GROUPING,1385 sq.ft.,10900000.00,Paras Dews,Paras Dews
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8300.00,,4,5,1,10,18,"22nd Sep, 2023",Indiabulls Centrum Park,16600000.00,16600000.00,8300.00,,R,,2000,1.00,185.81, ? 185.81 ,SPID_CONF_GROUPING,2000 sq.ft.,16600000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9629.00,,4,5,1,1,14,"22nd Sep, 2023",Emaar Imperial Gardens,19500000.00,19500000.00,9629.00,,R,1255.73,2025,1.00,188.13, ? 188.13 ,SPID_CONF_GROUPING,2025 sq.ft.,19500000.00,Emaar Imperial Gardens,Emaar Imperial Gardens
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10121.00,,4,5,1,8,14,"22nd Sep, 2023",Emaar Gurgaon Greens,16700000.00,16700000.00,10121.00,,R,1022.58,1650,1.00,153.29, ? 153.29 ,SPID_CONF_GROUPING,1650 sq.ft.,16700000.00,Emaar Gurgaon Greens,Emaar Gurgaon Greens
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11964.00,,4,5,1,4,24,"22nd Sep, 2023",Adani M2K Oyster Grande,22600000.00,22600000.00,11964.00,,R,,1889,1.00,175.49, ? 175.49 ,SPID_CONF_GROUPING,1889 sq.ft.,22600000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,8711.00,,4,3,1,26,27,"22nd Sep, 2023",ATS Triumph,19950000.00,19950000.00,8711.00,,R,,2290,1.00,212.75, ? 212.75 ,SPID_CONF_GROUPING,2290 sq.ft.,20000000.00,ATS Triumph,ATS Triumph
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,11666.00,,4,1,6,G,3,"21st Sep, 2023",Emaar Emerald Hills,42000000.00,42000000.00,11666.00,,P,,3600,0.00,334.45, ? 334.45 ,SPID_CONF_GROUPING,3600 sq.ft.,42000000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,8661.00,,2,5,6,8,14,"17th Sep, 2023",Suncity Avenue 76,5500000.00,5500000.00,8661.00,,R,635,,1.00,58.99, ? 58.99 ,SPID_CONF_GROUPING,635 sq.ft.,550000000.00,Suncity Avenue 76,Suncity Avenue 76
S,Residential Apartment,Gurgaon,Sector 37C Gurgaon,1,1,7354.00,,4,7,1,5,11,"16th Sep, 2023",Apex Our Homes,3800000.00,3800000.00,7354.00,,R,516.67,,76000.00,47.94, ? 47.94 ,SPID_CONF_GROUPING,516 sq.ft.,380000000.00,Apex Our Homes,Apex Our Homes
S,Residential Apartment,Gurgaon,Sector 67A Gurgaon,1,1,10000.00,,2,0,6,3,17,"16th Sep, 2023",Pyramid Urban Homes,6000000.00,6000000.00,10000.00,,P,600,,1.00,55.74, ? 55.74 ,SPID_CONF_GROUPING,600 sq.ft.,600000000.00,Pyramid Urban Homes,Pyramid Urban Homes
S,Residential Apartment,Gurgaon,Sector 66 Gurgaon,1,1,13858.00,,4,3,1,8,12,"15th Sep, 2023",Emaar Mgf Palm Terraces Select,33400000.00,33400000.00,13858.00,,R,,2410,334000.00,223.90, ? 223.90 ,SPID_CONF_GROUPING,2410 sq.ft.,33400000.00,Emaar Mgf Palm Terraces Select,Emaar Mgf Palm Terraces Select
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10669.00,,0,5,5,28,35,"15th Sep, 2023",Hero Homes,14500000.00,14500000.00,10669.00,,R,861.97,1359,1.00,126.26, ? 126.26 ,SPID_CONF_GROUPING,1359 sq.ft.,14500000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10361.00,,4,5,5,25,35,"14th Sep, 2023",Hero Homes,17500000.00,17500000.00,10361.00,,R,1082.2,1689,1.00,156.91, ? 156.91 ,SPID_CONF_GROUPING,1689 sq.ft.,17500000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,11111.00,,4,5,5,8,35,"14th Sep, 2023",Hero Homes,15100000.00,15100000.00,11111.00,,R,861.97,1359,1.00,126.26, ? 126.26 ,SPID_CONF_GROUPING,1359 sq.ft.,15100000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9067.00,,4,5,6,22,24,"14th Sep, 2023",Adani M2K Oyster Grande,52500000.00,52500000.00,9067.00,,R,,5790,1.00,537.91, ? 537.91 ,SPID_CONF_GROUPING,5790 sq.ft.,52500000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10193.00,,4,5,1,20,29,"14th Sep, 2023",Puri Emerald Bay,15800000.00,15800000.00,10193.00,,R,,1550,1.00,144.00, ? 144.00 ,SPID_CONF_GROUPING,1550 sq.ft.,15800000.00,Puri Emerald Bay,Puri Emerald Bay
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8347.00,,4,5,1,1,18,"14th Sep, 2023",Indiabulls Centrum Park,24000000.00,24000000.00,8347.00,,R,,2875,1.00,267.10, ? 267.10 ,SPID_CONF_GROUPING,2875 sq.ft.,24000000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,16774.00,,4,0,6,1,4,"12th Sep, 2023",DLF Builder Floors,26000000.00,26000000.00,16774.00,,P,1550,,1.00,144.00, ? 144.00 ,SPID_CONF_GROUPING,1550 sq.ft.,26000000.00,DLF Builder Floors,DLF Builder Floors
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,14501.00,,4,5,5,9,34,"11th Sep, 2023",Godrej Meridien,26900000.00,26900000.00,14501.00,,R,1855,,1.00,172.34, ? 172.34 ,SPID_CONF_GROUPING,1855 sq.ft.,26900000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,14123.00,,4,5,5,6,34,"11th Sep, 2023",Godrej Meridien,26200000.00,26200000.00,14123.00,,R,1855,,1.00,172.34, ? 172.34 ,SPID_CONF_GROUPING,1855 sq.ft.,26200000.00,Godrej Meridien,Godrej Meridien
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10005.00,,4,5,5,31,35,"11th Sep, 2023",Hero Homes,16900000.00,16900000.00,10005.00,,R,1082.2,1689,1.00,156.91, ? 156.91 ,SPID_CONF_GROUPING,1689 sq.ft.,16900000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,6029.00,,4,0,1,3,14,"10th Sep, 2023",Brisk Lumbini Terrace Homes,17100000.00,17100000.00,6029.00,,R,,2836,0.00,263.47, ? 263.47 ,SPID_CONF_GROUPING,2836 sq.ft.,17100000.00,Brisk Lumbini Terrace Homes,Brisk Lumbini Terrace Homes
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8325.00,,4,5,1,14,18,"10th Sep, 2023",Indiabulls Centrum Park,16650000.00,16650000.00,8325.00,,R,,2000,1.00,185.81, ? 185.81 ,SPID_CONF_GROUPING,2000 sq.ft.,16600000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 63A Gurgaon,1,1,19166.00,,0,5,5,2,4,"10th Sep, 2023",Birla Navya,34500000.00,34500000.00,19166.00,,P,,1800,1.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,34500000.00,Birla Navya,Birla Navya
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10090.00,,4,0,1,8,14,"10th Sep, 2023",Emaar Gurgaon Greens,16650000.00,16650000.00,10090.00,,R,1022.58,1650,1.00,153.29, ? 153.29 ,SPID_CONF_GROUPING,1650 sq.ft.,16600000.00,Emaar Gurgaon Greens,Emaar Gurgaon Greens
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11911.00,,4,5,6,4,24,"10th Sep, 2023",Adani M2K Oyster Grande,22500000.00,22500000.00,11911.00,,R,,1889,1.00,175.49, ? 175.49 ,SPID_CONF_GROUPING,1889 sq.ft.,22500000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,8820.00,,4,5,1,26,27,"10th Sep, 2023",ATS Triumph,20200000.00,20200000.00,8820.00,,R,,2290,1.00,212.75, ? 212.75 ,SPID_CONF_GROUPING,2290 sq.ft.,20200000.00,ATS Triumph,ATS Triumph
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,15144.00,,4,3,1,10,21,"10th Sep, 2023",M3M Merlin,31000000.00,31000000.00,15144.00,,P,,2047,1.00,190.17, ? 190.17 ,SPID_CONF_GROUPING,2047 sq.ft.,31000000.00,M3M Merlin,M3M Merlin
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,67142.00,,4,1,1,2,2,"07th Sep, 2023",Emaar Emerald Hills,23500000.00,23500000.00,67142.00,,P,,3150,1.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,23500000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Residential Apartment,Gurgaon,Sector 89 Gurgaon,1,1,6633.00,,2,0,5,14,19,"03rd Sep, 2023",Breez Global Heights 89,3800000.00,3800000.00,6633.00,,P,572.86,,0.00,53.14, ? 53.14 ,SPID_CONF_GROUPING,572 sq.ft.,380000000.00,Breez Global Heights 89,Breez Global Heights 89
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10706.00,,2,5,5,28,35,"02nd Sep, 2023",Hero Homes,14550000.00,14550000.00,10706.00,,R,861.97,1359,1.00,126.26, ? 126.26 ,SPID_CONF_GROUPING,1359 sq.ft.,14600000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 108 Gurgaon,1,1,9735.00,,4,5,1,11,14,"02nd Sep, 2023",Experion The Heartsong,19500000.00,19500000.00,9735.00,,R,1140.98,2003,1.00,186.08, ? 186.08 ,SPID_CONF_GROUPING,2003 sq.ft.,19500000.00,Experion The Heartsong,Experion The Heartsong
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,8733.00,,4,5,2,22,27,"02nd Sep, 2023",ATS Triumph,20000000.00,20000000.00,8733.00,,R,,2290,1.00,212.75, ? 212.75 ,SPID_CONF_GROUPING,2290 sq.ft.,20000000.00,ATS Triumph,ATS Triumph
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 1,1,1,10555.00,,4,5,6,3,4,"02nd Sep, 2023",Sushant Lok 1 Builder Floors,28500000.00,28500000.00,10555.00,,R,2700,,285000.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,28500000.00,Sushant Lok 1 Builder Floors,Sushant Lok 1 Builder Floors
S,Independent/Builder Floor,Gurgaon,DLF Phase 2,1,1,11616.00,,4,8,1,1,4,"01st Sep, 2023",DLF Builder Floors,34500000.00,34500000.00,11616.00,,R,,,345000.00,275.92, ? 275.92 ,SPID_CONF_GROUPING,2970 sq.ft.,34500000.00,DLF Builder Floors,DLF Builder Floors
S,Residential Apartment,Gurgaon,Sector 48 Gurgaon,1,1,12365.00,,4,5,2,7,14,"01st Sep, 2023",Vipul Greens,23000000.00,23000000.00,12365.00,,R,1680,1860,1.00,172.80, ? 172.80 ,SPID_CONF_GROUPING,1860 sq.ft.,23000000.00,Vipul Greens,Vipul Greens
S,Residential Apartment,Gurgaon,Sector 67A Gurgaon,1,1,10321.00,,4,0,1,11,15,"01st Sep, 2023",Pyramid Urban,6100000.00,6100000.00,10321.00,,P,591,,6100000.00,54.91, ? 54.91 ,SPID_CONF_GROUPING,591 sq.ft.,610000000.00,Pyramid Urban,Pyramid Urban
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9432.00,,4,5,1,1,14,"29th Aug, 2023",Emaar Imperial Gardens,19100000.00,19100000.00,9432.00,,R,1255.73,2025,1.00,188.13, ? 188.13 ,SPID_CONF_GROUPING,2025 sq.ft.,19100000.00,Emaar Imperial Gardens,Emaar Imperial Gardens
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,14090.00,,2,1,1,1,2,"25th Aug, 2023",Emaar Emerald Hills,31000000.00,31000000.00,14090.00,,P,2200,,1.00,204.39, ? 204.39 ,SPID_CONF_GROUPING,2200 sq.ft.,31000000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Independent/Builder Floor,Gurgaon,Sector 50 Gurgaon,1,1,8698.00,,4,5,6,1,4,"23rd Aug, 2023",Mayfield Gardens,27400000.00,27400000.00,8698.00,,R,2520,3150,274000.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,27400000.00,Mayfield Gardens,Mayfield Gardens
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,6064.00,,4,3,2,9,14,"29th Aug, 2023",Brisk Lumbini Terrace Homes,17200000.00,17200000.00,6064.00,,R,,2836,1.00,263.47, ? 263.47 ,SPID_CONF_GROUPING,2836 sq.ft.,17200000.00,Brisk Lumbini Terrace Homes,Brisk Lumbini Terrace Homes
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,15797.00,,2,5,6,5,5,"14th Sep, 2023",Emaar Emerald Hills,31200000.00,31200000.00,15797.00,,R,,,1.00,183.48, ? 183.48 ,SPID_CONF_GROUPING,1975 sq.ft.,31200000.00,Emaar Emerald Hills,Emaar Emerald Hills
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,7771.00,,4,3,1,21,27,"12th Jul, 2023",ATS Tourmaline,15500000.00,15500000.00,7771.00,,R,,1750,1.00,162.58, ? 162.58 ,SPID_CONF_GROUPING,1750 sq.ft.,15500000.00,ATS Tourmaline,ATS Tourmaline
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,7304.00,,4,5,1,7,18,"19th Jun, 2023",Indiabulls Centrum Park,24500000.00,24500000.00,7304.00,,R,,2875,1.00,267.10, ? 267.10 ,SPID_CONF_GROUPING,2875 sq.ft.,24500000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8157.00,,4,5,1,15,18,"19th Jun, 2023",Indiabulls Centrum Park,15500000.00,15500000.00,8157.00,,R,,1900,1.00,176.52, ? 176.52 ,SPID_CONF_GROUPING,1900 sq.ft.,15500000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 113 Gurgaon ,1,1,13253.00,,2,5,1,24,30,"03rd Oct, 2023",Tata Gurgaon Gateway,31500000.00,31500000.00,13253.00,,R,2570,2575,1.00,239.23, ? 239.23 ,SPID_CONF_GROUPING,2575 sq.ft.,31500000.00,Tata Gurgaon Gateway,Tata Gurgaon Gateway
S,Independent/Builder Floor,Gurgaon,Palam Vihar,1,1,12923.00,,4,5,1,1,4,"03rd Oct, 2023",,25200000.00,25200000.00,12923.00,,R,1950,,1.00,181.16, ? 181.16 ,SPID_CONF_GROUPING,1950 sq.ft.,25200000.00,,
S,Independent House/Villa,Gurgaon,Sector 14 Gurgaon,1,1,136000.00,,2,5,3,,2,"21st Sep, 2023",,34000000.00,34000000.00,136000.00,,R,,,1.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,34000000.00,,
S,Residential Apartment,Gurgaon,Sector 76 Gurgaon,1,1,6233.00,,4,1,1,11,14,"21st Sep, 2023",Suncity Avenue 76,4800000.00,4800000.00,6233.00,,R,7211.823084,8288.214589,0.00,769.98, ? 769.98 ,SPID_CONF_GROUPING,8288 sq.ft.,480000000.00,Suncity Avenue 76,Suncity Avenue 76
S,Independent House/Villa,Gurgaon,Sector 14 Gurgaon,1,1,182000.00,,2,5,3,,3,"17th Sep, 2023",,45500000.00,45500000.00,182000.00,,R,,,1.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,45500000.00,,
S,Independent House/Villa,Gurgaon,Sector 14 Gurgaon,1,1,166204.00,,2,0,3,,2,"14th Sep, 2023",Sector 14 RWA,60000000.00,60000000.00,166204.00,,R,,,1.00,301.84, ? 301.84 ,SPID_CONF_GROUPING,3249 sq.ft.,60000000.00,Sector 14 RWA,Sector 14 RWA
S,Residential Apartment,Gurgaon,Sector 33 Gurgaon,1,1,9777.00,,2,5,1,1,14,"28th Aug, 2023",Unitech The Residences,11000000.00,11000000.00,9777.00,,R,850,1125,1.00,104.52, ? 104.52 ,SPID_CONF_GROUPING,1125 sq.ft.,11000000.00,Unitech The Residences,Unitech The Residences
S,Independent House/Villa,Gurgaon,Sector 14 Gurgaon,1,1,175000.00,,2,4,2,,2,"15th Sep, 2023",,45000000.00,45000000.00,175000.00,,R,,,1.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,45000000.00,,
S,Residential Apartment,Gurgaon,Sector 89 Gurgaon,1,1,6651.00,,4,5,5,8,24,"26th Aug, 2023",Pareena Rama Homes,2500000.00,2500000.00,6651.00,,R,375.88,482,0.00,44.78, ? 44.78 ,SPID_CONF_GROUPING,482 sq.ft.,250000000.00,Pareena Rama Homes,Pareena Rama Homes
S,Independent/Builder Floor,Gurgaon,DLF Phase 1,1,1,10444.00,,4,5,1,4,4,"23rd Aug, 2023",Independent Floors at DLF City Phase 1 and 3,23500000.00,23500000.00,10444.00,,R,2250,,1.00,209.03, ? 209.03 ,SPID_CONF_GROUPING,2250 sq.ft.,23500000.00,Independent Floors at DLF City Phase 1 and 3,Independent Floors at DLF City Phase 1 and 3
S,Residential Apartment,Gurgaon,Sector 33 Gurgaon,1,1,8917.00,,2,0,1,6,14,"16th Aug, 2023",Unitech The Residences,14000000.00,14000000.00,8917.00,,R,1570,,1.00,145.86, ? 145.86 ,SPID_CONF_GROUPING,1570 sq.ft.,14000000.00,Unitech The Residences,Unitech The Residences
S,Residential Apartment,Gurgaon,Sector-5 Sohna,1,1,4296.00,,4,5,6,6,14,"28th Aug, 2023",MVN Athens,2320000.00,2320000.00,4296.00,,R,457,540,0.00,50.17, ? 50.17 ,SPID_CONF_GROUPING,540 sq.ft.,232000000.00,MVN Athens,MVN Athens
S,Independent/Builder Floor,Gurgaon,Sector 37D Gurgaon,1,1,6740.00,,4,5,5,1,4,"27th Aug, 2023",Signature Giobal City 2,8500000.00,8500000.00,6740.00,,R,,1261,0.00,117.15, ? 117.15 ,SPID_CONF_GROUPING,1261 sq.ft.,850000000.00,Signature Giobal City 2,Signature Giobal City 2
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,11666.00,,4,2,1,3,4,"08th Jul, 2023",private builder floor,28000000.00,28000000.00,11666.00,,R,2400,3762,1.00,349.50, ? 349.50 ,SPID_CONF_GROUPING,3762 sq.ft.,28000000.00,private builder floor,private builder floor
S,Independent House/Villa,Gurgaon,Sector 92 Gurgaon,1,1,8246.00,,4,1,5,,4,"27th Aug, 2023",Signature Global City 92,8328500.00,8328500.00,8246.00,,R,1010,,0.00,110.55, ? 110.55 ,SPID_CONF_GROUPING,1190 sq.ft.,832900000.00,Signature Global City 92,Signature Global City 92
