PREFERENCE,PROPERTY_TYPE,CITY,LOCALITY,TRANSACT_TYPE,OWNTYPE, PRICE_PER_UNIT_AREA ,,FURNISH,FACING,AGE,FLOOR_NUM,TOTAL_FLOOR,REGISTER_DATE,PROP_NAME,MIN_PRICE ,MAX_PRICE ,PRICE_SQFT ,,LISTING,CARPET_SQFT,SUPERBUILTUP_SQFT,BROKERAGE,MIN_AREA_SQFT, MAX_AREA_SQFT ,GROUP_NAME,AREA,PRICE,SOCIETY_NAME,BUILDING_NAME
S,Independent/Builder Floor,Gurgaon,Sector 55 Gurgaon,1,1,13666.00,,4,2,1,1,4,"04th Oct, 2023",private builder floor,16400000.00,16400000.00,13666.00,,R,1200,1710,1.00,158.86, ? 158.86 ,SPID_CONF_GROUPING,1710 sq.ft.,16400000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,13058.00,,4,4,1,2,4,"04th Oct, 2023",private builder floor,22200000.00,22200000.00,13058.00,,R,1700,2367,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,22200000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,1,8555.00,,4,8,1,1,4,"04th Oct, 2023",private builder floor,38500000.00,38500000.00,8555.00,,R,3200,4500,1.00,418.06, ? 418.06 ,SPID_CONF_GROUPING,4500 sq.ft.,38500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,12058.00,,4,8,1,2,4,"04th Oct, 2023",private builder floor,20500000.00,20500000.00,12058.00,,R,1700,2367,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,20500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 56 Gurgaon,1,1,15625.00,,4,8,1,1,4,"04th Oct, 2023",private builder floor,25000000.00,25000000.00,15625.00,,R,1600,2160,1.00,200.67, ? 200.67 ,SPID_CONF_GROUPING,2160 sq.ft.,25000000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,1,13666.00,,4,8,1,2,4,"04th Oct, 2023",private builder floor,16400000.00,16400000.00,13666.00,,R,1200,1800,1.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,16400000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,13916.00,,4,2,1,3,4,"04th Oct, 2023",private builder floor,16700000.00,16700000.00,13916.00,,R,1200,1800,1.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,16700000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,13360.00,,4,4,1,4,4,"17th Sep, 2023",private builder floor,16700000.00,16700000.00,13360.00,,R,1250,1836,1.00,170.57, ? 170.57 ,SPID_CONF_GROUPING,1836 sq.ft.,16700000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 56 Gurgaon,1,1,13947.00,,4,6,1,1,4,"01st Oct, 2023",private builder floor,26500000.00,26500000.00,13947.00,,R,1900,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,26500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,13095.00,,4,2,1,1,4,"04th Oct, 2023",,27500000.00,27500000.00,13095.00,,R,2100,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,27500000.00,,
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 3,1,1,10950.00,,4,8,1,3,4,"04th Oct, 2023",private builder floor,21900000.00,21900000.00,10950.00,,R,2000,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,21900000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 3,1,1,12838.00,,4,2,1,3,4,"04th Oct, 2023",private builder floor,19900000.00,19900000.00,12838.00,,R,1550,2140,1.00,198.81, ? 198.81 ,SPID_CONF_GROUPING,2140 sq.ft.,19900000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,1,13448.00,,4,2,1,2,4,"04th Oct, 2023",private builder floor,19500000.00,19500000.00,13448.00,,R,1450,1800,1.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,19500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,1,14250.00,,4,3,1,2,4,"04th Oct, 2023",private builder floor,28500000.00,28500000.00,14250.00,,R,2000,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,28500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,13250.00,,4,2,1,2,4,"01st Oct, 2023",private builder floor,26500000.00,26500000.00,13250.00,,R,2000,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,26500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sushant Lok Phase 2,1,1,11250.00,,4,6,1,2,4,"22nd Sep, 2023",private builder floor,22500000.00,22500000.00,11250.00,,R,2000,2700,1.00,250.84, ? 250.84 ,SPID_CONF_GROUPING,2700 sq.ft.,22500000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,Sector 63A Gurgaon,1,1,17227.00,,4,1,1,2,4,"04th Oct, 2023",private builder floor,37900000.00,37900000.00,17227.00,,R,2200,3150,1.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,37900000.00,private builder floor,private builder floor
S,Independent/Builder Floor,Gurgaon,DLF Phase 5,1,1,17435.00,,4,1,1,2,4,Yesterday,DLF Exclusive Floors,34000000.00,34000000.00,17435.00,,R,1950,,1.00,199.74, ? 199.74 ,SPID_CONF_GROUPING,2150 sq.ft.,34000000.00,DLF Exclusive Floors,DLF Exclusive Floors
S,Independent/Builder Floor,Gurgaon,Sector 48 Gurgaon,1,1,9722.00,,4,1,1,1,4,Yesterday,Vipul World,35000000.00,35000000.00,9722.00,,R,3200,3600,1.00,334.45, ? 334.45 ,SPID_CONF_GROUPING,3600 sq.ft.,35000000.00,Vipul World,Vipul World
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8461.00,,4,5,6,3,12,"26th Sep, 2023",Central Park Flower Valley,22000000.00,22000000.00,8461.00,,R,,,0.00,241.55, ? 241.55 ,SPID_CONF_GROUPING,2600 sq.ft.,22000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8217.00,,4,7,6,8,13,"26th Sep, 2023",Central Park Flower Valley,14700999.00,14700999.00,8217.00,,R,,1789,1.00,166.20, ? 166.20 ,SPID_CONF_GROUPING,1789 sq.ft.,14700000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8384.00,,4,1,6,8,13,"26th Sep, 2023",Central Park Flower Valley,15000000.00,15000000.00,8384.00,,R,,,0.00,166.20, ? 166.20 ,SPID_CONF_GROUPING,1789 sq.ft.,15000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,8875.00,,0,5,1,2,2,"18th Aug, 2023",Central Park Flower Valley,10650000.00,10650000.00,8875.00,,R,800,1200,106000.00,111.48, ? 111.48 ,SPID_CONF_GROUPING,1200 sq.ft.,10700000.00,Central Park Flower Valley,Central Park Flower Valley
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,8398.00,,4,5,1,1,2,"18th Aug, 2023",Central Park Flower Valley,10700000.00,10700000.00,8398.00,,R,800,1274,100000.00,118.36, ? 118.36 ,SPID_CONF_GROUPING,1274 sq.ft.,10700000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,8611.00,,4,3,1,10,12,"18th Aug, 2023",Central Park Flower Valley Aqua Front Towers,15500000.00,15500000.00,8611.00,,R,1000,1800,150000.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,15500000.00,Central Park Flower Valley Aqua Front Towers,Central Park Flower Valley Aqua Front Towers
S,Residential Apartment,Gurgaon,Sohna,1,1,6069.00,,4,0,1,4,15,"18th Aug, 2023",Ashiana Mulberry,10500000.00,10500000.00,6069.00,,R,1330,1730,100000.00,160.72, ? 160.72 ,SPID_CONF_GROUPING,1730 sq.ft.,10500000.00,Ashiana Mulberry,Ashiana Mulberry
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,9026.00,,4,0,1,G,3,"18th Aug, 2023",Central Park Flower Valley,11500000.00,11500000.00,9026.00,,R,800,1274,115000.00,118.36, ? 118.36 ,SPID_CONF_GROUPING,1274 sq.ft.,11500000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,17142.00,,4,5,6,6,12,"18th Aug, 2023",Central Park Flower Valley Flamingo Floors,24000000.00,24000000.00,17142.00,,R,1400,,1.00,130.06, ? 130.06 ,SPID_CONF_GROUPING,1400 sq.ft.,24000000.00,Central Park Flower Valley Flamingo Floors,Central Park Flower Valley Flamingo Floors
S,Residential Apartment,Gurgaon,Sohna,1,1,6242.00,,2,5,1,7,17,"18th Aug, 2023",Ashiana Mulberry,10800000.00,10800000.00,6242.00,,R,1300,1730,1.00,160.72, ? 160.72 ,SPID_CONF_GROUPING,1730 sq.ft.,10800000.00,Ashiana Mulberry,Ashiana Mulberry
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,10769.00,,4,5,6,6,13,"18th Aug, 2023",Central Park Flower Valley,28000000.00,28000000.00,10769.00,,R,2600,,1.00,241.55, ? 241.55 ,SPID_CONF_GROUPING,2600 sq.ft.,28000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,11923.00,,4,5,6,7,13,"18th Aug, 2023",Central Park Flower Valley,15500000.00,15500000.00,11923.00,,R,1300,,0.00,120.77, ? 120.77 ,SPID_CONF_GROUPING,1300 sq.ft.,15500000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,12777.00,,4,5,6,5,13,"18th Aug, 2023",Central Park Flower Valley,23000000.00,23000000.00,12777.00,,R,1800,,0.00,167.23, ? 167.23 ,SPID_CONF_GROUPING,1800 sq.ft.,23000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,16081.00,,4,3,6,G,2,"18th Aug, 2023",Central Park Flower Valley,11900000.00,11900000.00,16081.00,,R,740,,1.00,68.75, ? 68.75 ,SPID_CONF_GROUPING,740 sq.ft.,11900000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sohna,1,1,7857.00,,4,0,6,G,14,"18th Aug, 2023",Ashiana Anmol,11000000.00,11000000.00,7857.00,,R,1400,2255,1.00,209.50, ? 209.50 ,SPID_CONF_GROUPING,2255 sq.ft.,11000000.00,Ashiana Anmol,Ashiana Anmol
S,Independent/Builder Floor,Gurgaon,Sohna,1,1,13404.00,,4,0,6,2,4,"18th Aug, 2023",Central Park Flower Valley Clover Floors,31500000.00,31500000.00,13404.00,,R,1570,2350,1.00,218.32, ? 218.32 ,SPID_CONF_GROUPING,2350 sq.ft.,31500000.00,Central Park Flower Valley Clover Floors,Central Park Flower Valley Clover Floors
S,Residential Apartment,Gurgaon,Sohna,1,1,13452.00,,4,0,6,8,12,"18th Aug, 2023",Central Park Flower Valley Clover Floors,15000000.00,15000000.00,13452.00,,R,1115,,1.00,103.59, ? 103.59 ,SPID_CONF_GROUPING,1115 sq.ft.,15000000.00,Central Park Flower Valley Clover Floors,Central Park Flower Valley Clover Floors
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,12500.00,,4,5,6,1,2,"18th Aug, 2023",Central Park Flower Valley Flamingo Floors,10000000.00,10000000.00,12500.00,,R,800,,0.00,74.32, ? 74.32 ,SPID_CONF_GROUPING,800 sq.ft.,10000000.00,Central Park Flower Valley Flamingo Floors,Central Park Flower Valley Flamingo Floors
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,7937.00,,4,1,6,8,12,"18th Aug, 2023",Central Park Flower Valley Aqua Front Towers,14200000.00,14200000.00,7937.00,,R,1789,,0.00,166.20, ? 166.20 ,SPID_CONF_GROUPING,1789 sq.ft.,14200000.00,Central Park Flower Valley Aqua Front Towers,Central Park Flower Valley Aqua Front Towers
S,Independent/Builder Floor,Gurgaon,Sohna,1,1,11627.00,,2,3,6,1,4,"18th Aug, 2023",Signature Global Park,7500000.00,7500000.00,11627.00,,R,645,,75000.00,59.92, ? 59.92 ,SPID_CONF_GROUPING,645 sq.ft.,750000000.00,Signature Global Park,Signature Global Park
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,11875.00,,4,5,6,1,2,"18th Aug, 2023",Central Park Flower Valley Flamingo Floors,9500000.00,9500000.00,11875.00,,R,800,,0.00,74.32, ? 74.32 ,SPID_CONF_GROUPING,800 sq.ft.,950000000.00,Central Park Flower Valley Flamingo Floors,Central Park Flower Valley Flamingo Floors
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,15238.00,,4,3,5,2,4,"18th Aug, 2023",Central Park Flower Valley,32000000.00,32000000.00,15238.00,,R,1550,2100,1.00,195.10, ? 195.10 ,SPID_CONF_GROUPING,2100 sq.ft.,32000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,2,8846.00,,4,1,1,3,12,"18th Aug, 2023",Central Park Flower Valley,23000000.00,23000000.00,8846.00,,R,1400,2600,1.00,241.55, ? 241.55 ,SPID_CONF_GROUPING,2600 sq.ft.,23000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,2,8664.00,,4,1,1,11,13,"18th Aug, 2023",Central Park Flower Valley,15500000.00,15500000.00,8664.00,,R,1115,1789,1.00,166.20, ? 166.20 ,SPID_CONF_GROUPING,1789 sq.ft.,15500000.00,Central Park Flower Valley,Central Park Flower Valley
S,Independent/Builder Floor,Gurgaon,Sector-33 Sohna,1,1,18235.00,,4,4,6,2,4,"18th Aug, 2023",Central Park Flower Valley,31000000.00,31000000.00,18235.00,,R,1700,,1.00,157.94, ? 157.94 ,SPID_CONF_GROUPING,1700 sq.ft.,31000000.00,Central Park Flower Valley,Central Park Flower Valley
S,Residential Apartment,Gurgaon,Sector 22 Gurgaon,1,1,11000.00,,4,5,1,20,20,"18th Aug, 2023",Ambience Creacions,110000000.00,110000000.00,11000.00,,R,,10000,0.00,929.03, ? 929.03 ,SPID_CONF_GROUPING,10000 sq.ft.,110000000.00,Ambience Creacions,Ambience Creacions
S,Residential Apartment,Gurgaon,Sector-2 Sohna,1,1,13182.00,,4,1,1,12,18,"04th Oct, 2023",Eldeco Accolade,14000000.00,14000000.00,13182.00,,R,1062,,15000.00,98.66, ? 98.66 ,SPID_CONF_GROUPING,1062 sq.ft.,14000000.00,Eldeco Accolade,Eldeco Accolade
S,Residential Apartment,Gurgaon,Sector-33 Sohna,1,1,7131.00,,4,1,1,8,10,"04th Oct, 2023",Breez Global Heights,4350000.00,4350000.00,7131.00,,R,609.96,,1.00,56.58, ? 56.58 ,SPID_CONF_GROUPING,609 sq.ft.,435000000.00,Breez Global Heights,Breez Global Heights
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,10757.00,,4,3,1,4,40,"17th Aug, 2023",Tata Primanti,35500000.00,35500000.00,10757.00,,R,,3300,1.00,306.58, ? 306.58 ,SPID_CONF_GROUPING,3300 sq.ft.,35500000.00,Tata Primanti,Tata Primanti
S,Residential Apartment,Gurgaon,Sector 67 Gurgaon,1,1,12969.00,,4,5,1,17,51,"11th Sep, 2023",Ireo Victory Valley,31800000.00,31800000.00,12969.00,,R,1850,2452,1.00,227.80, ? 227.80 ,SPID_CONF_GROUPING,2452 sq.ft.,31800000.00,Ireo Victory Valley,Ireo Victory Valley
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,12818.00,,4,7,1,2,12,"20th Sep, 2023",Ireo Skyon,28200000.00,28200000.00,12818.00,,R,2200,2403,1.00,223.25, ? 223.25 ,SPID_CONF_GROUPING,2403 sq.ft.,28200000.00,Ireo Skyon,Ireo Skyon
S,Residential Apartment,Gurgaon,Sector 60 Gurgaon,1,1,12788.00,,4,7,1,9,12,"20th Sep, 2023",Ireo Skyon,30500000.00,30500000.00,12788.00,,R,2200,2385,1.00,221.57, ? 221.57 ,SPID_CONF_GROUPING,2385 sq.ft.,30500000.00,Ireo Skyon,Ireo Skyon
S,Residential Apartment,Gurgaon,Sector 72 Gurgaon,1,1,16050.00,,4,5,1,15,40,"20th Sep, 2023",Tata Primanti,32100000.00,32100000.00,16050.00,,R,2000,2185,1.00,202.99, ? 202.99 ,SPID_CONF_GROUPING,2185 sq.ft.,32100000.00,Tata Primanti,Tata Primanti
S,Independent/Builder Floor,Gurgaon,DLF Phase 3,1,1,13815.00,,1,1,6,1,4,"06th Oct, 2023",Independent Floor at DLF City,52500000.00,52500000.00,13815.00,,R,3800,4700,1.00,436.64, ? 436.64 ,SPID_CONF_GROUPING,4700 sq.ft.,52500000.00,Independent Floor at DLF City,Independent Floor at DLF City
S,Independent House/Villa,Gurgaon,Sector 40 Gurgaon,1,1,266159.00,,4,5,1,,2,"21st Sep, 2023",,70000000.00,70000000.00,266159.00,,R,,,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,70000000.00,,
S,Independent House/Villa,Gurgaon,Block B Sushant Lok Phase - 3,1,1,12420.00,,4,7,1,,4,"13th Sep, 2023",b block,27500000.00,27500000.00,12420.00,,R,,,1.00,205.69, ? 205.69 ,SPID_CONF_GROUPING,2214 sq.ft.,27500000.00,b block,b block
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,14652.00,,4,3,6,3,14,"13th Sep, 2023",Emaar Imperial Gardens,18400000.00,18400000.00,14652.00,,R,1255.73,2025,1.00,188.13, ? 188.13 ,SPID_CONF_GROUPING,2025 sq.ft.,18400000.00,Emaar Imperial Gardens,Emaar Imperial Gardens
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11084.00,,4,0,6,8,26,"08th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,18500000.00,18500000.00,11084.00,,R,,1669,1.00,155.06, ? 155.06 ,SPID_CONF_GROUPING,1669 sq.ft.,18500000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,11267.00,,4,0,6,3,26,"08th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,15200000.00,15200000.00,11267.00,,R,,1349,1.00,125.33, ? 125.33 ,SPID_CONF_GROUPING,1349 sq.ft.,15200000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10892.00,,4,0,5,7,26,"08th Sep, 2023",Shapoorji Pallonji Joyville Gurugram,10500000.00,10500000.00,10892.00,,R,,964,1.00,89.56, ? 89.56 ,SPID_CONF_GROUPING,964 sq.ft.,10500000.00,Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,10009.00,,4,0,5,18,35,"07th Sep, 2023",Hero Homes,11000000.00,11000000.00,10009.00,,R,683.83,1099,1.00,102.10, ? 102.10 ,SPID_CONF_GROUPING,1099 sq.ft.,11000000.00,Hero Homes,Hero Homes
S,Residential Apartment,Gurgaon,Sector 103 Gurgaon,1,1,8250.00,,2,0,1,15,18,"07th Sep, 2023",Indiabulls Centrum Park,16500000.00,16500000.00,8250.00,,R,,2000,1.00,185.81, ? 185.81 ,SPID_CONF_GROUPING,2000 sq.ft.,16500000.00,Indiabulls Centrum Park,Indiabulls Centrum Park
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10060.00,,4,0,1,8,14,"07th Sep, 2023",Emaar Gurgaon Greens,16600000.00,16600000.00,10060.00,,R,1022.58,1650,1.00,153.29, ? 153.29 ,SPID_CONF_GROUPING,1650 sq.ft.,16600000.00,Emaar Gurgaon Greens,Emaar Gurgaon Greens
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,7870.00,,4,0,1,3,24,"07th Sep, 2023",Paras Dews,10900000.00,10900000.00,7870.00,,R,845,1385,1.00,128.67, ? 128.67 ,SPID_CONF_GROUPING,1385 sq.ft.,10900000.00,Paras Dews,Paras Dews
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10006.00,,4,0,1,11,24,"07th Sep, 2023",Adani M2K Oyster Grande,32000000.00,32000000.00,10006.00,,R,,3198,1.00,297.10, ? 297.10 ,SPID_CONF_GROUPING,3198 sq.ft.,32000000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,9206.00,,4,0,1,7,27,"07th Sep, 2023",ATS Triumph,29000000.00,29000000.00,9206.00,,R,,3150,1.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,29000000.00,ATS Triumph,ATS Triumph
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,8733.00,,4,3,1,26,27,"07th Sep, 2023",ATS Triumph,20000000.00,20000000.00,8733.00,,R,,2290,1.00,212.75, ? 212.75 ,SPID_CONF_GROUPING,2290 sq.ft.,20000000.00,ATS Triumph,ATS Triumph
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,11843.00,,4,0,6,1,4,"23rd Aug, 2023",sushant lok 3,23000000.00,23000000.00,11843.00,,R,1942,,230000.00,180.42, ? 180.42 ,SPID_CONF_GROUPING,1942 sq.ft.,23000000.00,sushant lok 3,sushant lok 3
S,Residential Apartment,Gurgaon,Sector 59 Gurgaon,1,1,19093.00,,0,1,5,23,33,"23rd Aug, 2023",Conscient Elevate,40000000.00,40000000.00,19093.00,,R,2095,,1.00,194.63, ? 194.63 ,SPID_CONF_GROUPING,2095 sq.ft.,40000000.00,Conscient Elevate,Conscient Elevate
S,Residential Apartment,Gurgaon,Sector 65 Gurgaon,1,1,20000.00,,4,1,1,25,42,"23rd Aug, 2023",M3M Latitude,50000000.00,50000000.00,20000.00,,R,2500,,1.00,232.26, ? 232.26 ,SPID_CONF_GROUPING,2500 sq.ft.,50000000.00,M3M Latitude,M3M Latitude
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,12000.00,,4,3,5,1,4,"21st Aug, 2023",,18000000.00,18000000.00,12000.00,,R,1200,1500,1.00,139.35, ? 139.35 ,SPID_CONF_GROUPING,1500 sq.ft.,18000000.00,,
S,Independent/Builder Floor,Gurgaon,Sector 57 Gurgaon,1,1,11494.00,,4,5,6,4,4,"19th Aug, 2023",sushant lok 3,29000000.00,29000000.00,11494.00,,R,2523,,290000.00,234.39, ? 234.39 ,SPID_CONF_GROUPING,2523 sq.ft.,29000000.00,sushant lok 3,sushant lok 3
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9880.00,,4,3,6,8,24,"18th Aug, 2023",Adani M2K Oyster Grande,31500000.00,31500000.00,9880.00,,R,,3188,1.00,296.17, ? 296.17 ,SPID_CONF_GROUPING,3188 sq.ft.,31500000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,9564.00,,4,1,6,6,24,"18th Aug, 2023",Adani M2K Oyster Grande,43500000.00,43500000.00,9564.00,,R,,4548,1.00,422.52, ? 422.52 ,SPID_CONF_GROUPING,4548 sq.ft.,43500000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10011.00,,4,3,6,9,24,"18th Aug, 2023",Adani M2K Oyster Grande,17000000.00,17000000.00,10011.00,,R,,1698,1.00,157.75, ? 157.75 ,SPID_CONF_GROUPING,1698 sq.ft.,17000000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 102 Gurgaon,1,1,10587.00,,4,3,6,9,24,"18th Aug, 2023",Adani M2K Oyster Grande,20000000.00,20000000.00,10587.00,,R,,1889,1.00,175.49, ? 175.49 ,SPID_CONF_GROUPING,1889 sq.ft.,20000000.00,Adani M2K Oyster Grande,Adani M2K Oyster Grande
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,8730.00,,2,3,6,11,27,"18th Aug, 2023",ATS Triumph,27500000.00,27500000.00,8730.00,,R,,3150,1.00,292.64, ? 292.64 ,SPID_CONF_GROUPING,3150 sq.ft.,27500000.00,ATS Triumph,ATS Triumph
S,Residential Apartment,Gurgaon,Sector 104 Gurgaon,1,1,7816.00,,2,3,6,7,27,"18th Aug, 2023",ATS Triumph,17900000.00,17900000.00,7816.00,,R,,2290,1.00,212.75, ? 212.75 ,SPID_CONF_GROUPING,2290 sq.ft.,17900000.00,ATS Triumph,ATS Triumph
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,6842.00,,4,3,6,9,24,"18th Aug, 2023",Paras Dews,13000000.00,13000000.00,6842.00,,R,1173,1900,1.00,176.52, ? 176.52 ,SPID_CONF_GROUPING,1900 sq.ft.,13000000.00,Paras Dews,Paras Dews
S,Residential Apartment,Gurgaon,Sector 106 Gurgaon,1,1,7613.00,,4,3,6,7,24,"18th Aug, 2023",Paras Dews,13400000.00,13400000.00,7613.00,,R,1130,1760,1.00,163.51, ? 163.51 ,SPID_CONF_GROUPING,1760 sq.ft.,13400000.00,Paras Dews,Paras Dews
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,5879.00,,4,3,6,6,14,"17th Aug, 2023",Brisk Lumbini Terrace Homes,11000000.00,11000000.00,5879.00,,R,,1871,1.00,173.82, ? 173.82 ,SPID_CONF_GROUPING,1871 sq.ft.,11000000.00,Brisk Lumbini Terrace Homes,Brisk Lumbini Terrace Homes
S,Residential Apartment,Gurgaon,Sector 109 Gurgaon,1,1,6235.00,,4,3,6,7,14,"17th Aug, 2023",Brisk Lumbini Terrace Homes,13500000.00,13500000.00,6235.00,,R,,2165,1.00,201.13, ? 201.13 ,SPID_CONF_GROUPING,2165 sq.ft.,13500000.00,Brisk Lumbini Terrace Homes,Brisk Lumbini Terrace Homes
S,Residential Apartment,Gurgaon,Sector 111 Gurgaon,1,1,12372.00,,4,3,6,11,21,"17th Aug, 2023",Puri Diplomatic Greens,36500000.00,36500000.00,12372.00,,R,,2950,1.00,274.06, ? 274.06 ,SPID_CONF_GROUPING,2950 sq.ft.,36500000.00,Puri Diplomatic Greens,Puri Diplomatic Greens
S,Independent House/Villa,Gurgaon,Sector 40 Gurgaon,1,1,225000.00,,4,6,3,,3,"16th Aug, 2023",,22500000.00,22500000.00,225000.00,,R,,,1.00,83.61, ? 83.61 ,SPID_CONF_GROUPING,900 sq.ft.,22500000.00,,
S,Independent House/Villa,Gurgaon,Sector 45 Gurgaon,1,1,231939.00,,4,5,1,,3,"14th Aug, 2023",,61000000.00,61000000.00,231939.00,,R,,,1.00,219.90, ? 219.90 ,SPID_CONF_GROUPING,2367 sq.ft.,61000000.00,,
